City,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10,Category 11,Category 12,Category 13,Category 14,Category 15,Category 16,Category 17,Category 18,Category 19,Category 20,Category 21,Category 22,Category 23,Category 24
Gdańsk,0.67,0.7,1.45,2.77,3.25,5,5,1.62,5,1.58,1.57,1.58,5,5,5,0.74,0.73,0.75,0.76,0.71,0.67,0.65,0.64,0.65
Kraków,0.67,0.7,0.73,2.49,3.25,3.27,5,1.63,5,1.58,1.57,1.58,5,5,5,0.74,0.73,0.74,0.76,0.79,0.67,0.65,0.64,0.65
Poznań,0.67,0.7,1.46,2.04,2.78,3.26,5,1.63,5,1.59,1.57,1.61,2.59,5,5,0.74,0.73,0.74,0.76,0.78,0.67,0.65,0.64,0.65
Łódź,0.68,0.7,1.46,2.05,3.25,5,5,1.62,5,1.58,1.57,1.6,5,5,5,0.74,0.73,0.74,0.76,0.78,0.67,0.66,0.65,0.65
Wrocław,0.68,0.71,1.47,2.05,3.25,5,5,1.61,5,1.57,1.56,1.57,5,5,5,0.74,0.73,0.74,0.76,0.72,0.68,0.66,0.65,0.66
Katowice,0.69,0.72,1.48,2.78,3.26,5,5,1.6,5,1.56,1.55,1.56,5,5,5,0.73,0.72,0.73,0.77,0.74,0.69,0.67,0.66,0.67
Szczecin,0.7,0.73,1.49,2.79,3.26,5,5,1.59,5,1.56,1.54,1.56,5,5,5,0.73,0.72,0.73,1.13,0.78,0.7,0.68,0.67,0.68
Gliwice,0.71,0.74,1.5,2.8,3.27,5,5,1.58,5,1.54,1.53,1.54,5,5,5,0.72,0.71,0.72,1.1,1.05,0.71,0.7,0.69,0.7
Utrecht,0.73,0.76,1.51,2.09,3.28,5,5,1.57,5,1.53,1.51,1.55,5,5,5,0.72,0.71,0.71,0.74,1.05,0.73,0.71,0.7,0.71
Rotterdam,0.74,0.77,0.81,2.1,3.29,5,5,1.55,5,1.53,1.5,1.53,2.59,5,5,0.71,0.7,0.71,0.73,1.06,0.74,0.73,0.72,0.72
The Hague,0.76,0.79,1.54,2.11,3.3,5,5,4.1,5,1.5,1.48,1.49,2.59,5,5,0.71,0.69,0.7,0.73,1.07,0.76,0.74,0.73,0.74
Eindhoven,0.78,0.8,1.56,2.12,3.32,5,5,5,5,1.64,1.46,1.5,2.58,5,5,0.7,0.69,0.69,1.5,0.75,0.77,0.76,0.75,0.76
Groningen,0.79,0.82,0.86,2.14,3.33,5,5,5,5,1.46,1.45,1.47,1.69,5,5,0.69,0.68,0.69,0.71,0.73,0.79,0.78,0.77,0.77
Maastricht,0.81,0.84,1.58,2.86,3.33,5,5,1.49,5,1.45,1.43,5,2.57,2.05,5,0.68,0.67,0.68,0.71,0.72,0.81,0.79,0.78,0.79
Uppsala,0.83,0.86,0.89,2.17,3.34,5,5,1.47,5,1.6,1.41,2.59,2.57,2.05,5,0.68,0.67,0.67,0.69,0.72,0.83,0.81,0.8,0.81
Gothenburg,0.85,0.87,1.62,2.88,3.36,5,5,4.06,5,1.58,1.39,1.42,2.57,5,5,0.67,0.66,0.66,0.68,0.71,0.85,0.83,0.82,0.83
Malmo,0.87,0.89,1.64,2.2,5,5,5,4.05,5,1.56,1.37,1.41,2.56,5,5,0.66,0.65,0.66,0.68,0.7,0.87,0.85,0.84,0.87
Lund,0.88,0.91,1.65,2.21,3.07,5,5,4.05,5,1.55,1.36,1.38,2.56,5,5,0.66,0.64,0.65,1.59,0.69,0.89,0.87,0.86,0.87
Karlstad,0.9,0.93,1.67,2.22,3.07,5,5,4.04,5,1.56,1.34,1.38,2.56,5,5,0.65,0.64,0.64,0.66,0.69,0.91,0.89,0.88,0.92
Gävle,5,0.95,1.69,2.24,3.08,5,5,4.03,5,1.57,1.32,1.35,2.55,5,5,0.64,0.63,0.64,0.66,1.2,0.92,0.91,0.9,0.93
Falun,0.96,0.97,1.71,2.25,3.08,3.08,5,4.02,5,1.53,1.3,1.32,2.55,5,5,0.63,0.62,0.63,0.65,0.67,0.94,0.93,0.91,0.95
London,0.98,0.99,1.73,2.27,3.08,3.09,5,5,5,5,1.28,1.29,2.55,5,5,0.63,0.62,0.62,0.64,0.67,0.97,0.95,0.93,0.97
Paris,1.68,5,1.74,2.28,3.08,3.1,5,5,5,5,1.26,1.28,2.55,5,5,0.62,0.61,0.62,0.64,0.66,0.98,0.96,0.95,0.98
Berlin,1.02,5,1.76,2.3,3.09,3.1,5,5,5,5,1.24,1.28,2.56,5,5,0.62,0.6,0.61,0.63,0.65,1,0.98,0.97,1.01
Madrid,1.08,5,1.78,2.31,3.09,3.11,5,5,5,5,1.22,1.25,2.55,5,5,0.61,0.6,0.6,0.62,0.65,1.02,1.01,0.99,1.02
Rome,1.04,5,2.32,2.32,3.11,3.12,5,5,5,5,1.2,1.22,2.55,5,5,0.6,0.59,0.6,0.62,0.64,1.04,1.02,1.01,1.04
Athens,5,1.09,2.34,2.34,3.11,5,5,5,5,1.4,1.18,1.2,2.55,5,5,0.59,0.58,0.59,0.61,0.63,1.06,1.05,1.03,1.06
Lisbon,5,2.37,2.35,2.36,3.15,5,5,5,5,5,1.16,1.18,2.55,5,5,0.59,0.58,0.58,0.6,0.63,1.08,1.06,1.05,1.09
Dublin,1.13,2.39,2.37,2.37,3.13,5,5,5,5,5,1.14,1.78,5,5,5,0.58,0.57,0.57,0.59,0.62,1.1,1.08,1.07,1.1
Prague,1.13,2.4,2.39,2.39,3.14,5,5,5,5,1.4,1.12,1.14,5,5,5,0.57,0.56,0.57,0.59,0.61,1.12,1.1,1.09,1.14
Vienna,1.16,2.42,2.4,2.4,5,5,5,5,5,5,1.1,1.12,5,5,5,0.57,0.55,0.56,0.58,0.6,1.14,1.12,1.11,1.14
Amsterdam,2.45,1.46,2.41,2.42,3.16,5,5,5,5,5,1.08,1.1,5,5,5,0.56,0.55,0.56,0.57,0.6,1.16,1.14,1.13,1.16
Brussels,1.28,1.47,2.43,2.43,3.22,5,5,1.13,5,5,1.07,1.08,5,5,5,0.55,0.54,0.55,0.57,0.59,1.18,1.16,1.15,1.18
Copenhagen,1.43,1.48,2.44,2.44,3.17,5,5,5,5,5,1.05,1.05,5,5,5,0.55,0.53,0.54,0.56,0.58,1.2,1.18,1.16,1.2
Stockholm,1.3,1.5,2.46,2.46,3.17,5,5,5,5,5,1.03,1.63,5,5,5,0.54,0.53,0.54,0.56,0.58,1.21,1.2,1.18,1.21
Helsinki,1.31,1.27,1.3,2.47,3.18,5,5,5,5,1.69,1.01,1.04,5,5,5,0.53,0.52,0.53,0.55,0.57,1.23,1.21,1.2,1.23
Oslo,1.47,2.5,2.49,2.49,3.17,5,5,5,5,5,0.99,1.01,5,5,1.67,0.53,0.52,0.52,0.55,0.57,1.25,1.23,1.22,1.24
Warsaw,1.35,2.52,2.5,2.51,3.19,5,5,1.04,5,5,0.97,0.99,5,5,5,0.52,0.51,0.52,0.54,0.56,1.27,1.25,1.24,1.26
Budapest,1.28,1.57,2.51,2.52,3.16,5,2.97,1.02,5,5,0.96,0.97,5,5,5,0.52,0.5,0.51,0.53,0.56,1.28,1.27,1.25,1.28
Bucharest,1.32,2.55,2.53,2.53,3.18,5,2.96,1,5,5,0.94,0.96,5,5,5,0.51,0,0.51,0.52,0.55,1.3,1.28,1.27,1.29
Sofia,1.32,2.56,2.54,2.56,3.19,5,2.96,0.98,5,1.56,0.92,0.94,5,5,0.69,0.5,0,0,0.51,0.54,1.32,1.3,1.29,1.33
Belgrade,1.34,2.58,2.56,2.57,3.22,5,2.96,0.96,5,5,0.9,0.91,5,5,0.67,0,0,0,0.51,0.53,1.34,1.32,1.31,1.34
Zagreb,1.37,2.59,2.57,2.58,3.21,5,2.95,0.95,5,0.9,0.88,0.89,5,5,0.62,0,0,0,0.51,0.53,1.35,1.34,1.33,1.36
Kiev,1.39,2.6,2.59,2.59,3.22,5,2.95,0.93,5,5,0.87,0.87,5,5,0.61,0,0,0,0,0.52,1.37,1.36,1.34,1.38
Moscow,1.4,2.62,1.46,1.48,3.24,5,2.95,0.91,5,0.87,0.85,0.86,5,5,0.59,0,0,0,0.51,0.51,1.39,1.38,1.36,1.39
St. Petersburg,1.42,1.64,2.61,2.62,3.24,5,2.95,0.9,5,5,0.83,0.85,5,5,0.58,0,0,0,0,0.51,1.4,1.39,1.38,1.41
Minsk,1.43,1.48,1.66,1.5,3.25,3.27,2.95,0.89,5,5,0.82,0.83,5,5,0.57,0,0,0,1.93,0.5,1.42,1.4,1.39,1.4
Vilnius,1.43,1.46,1.65,2.62,3.26,3.26,5,5,5,5,0.82,0.82,5,5,5,0,0,0,0,0,1.42,1.4,1.39,1.4
Riga,1.42,1.45,1.46,2.62,3.25,3.25,5,5,5,5,0.82,0.83,5,5,5,0,0,0,0,0,1.42,1.4,1.39,1.39
Tallinn,1.42,1.45,1.46,2.62,3.26,3.25,5,5,5,5,0.83,0.83,5,5,5,0,0,0,0,0,1.42,1.4,1.38,1.39
Reykjavik,1.41,1.45,1.47,2.62,3.26,3.25,5,5,5,5,0.83,0.83,5,5,5,0,0,0,0,0,1.42,1.4,1.38,1.39
Edinburgh,1.41,1.44,1.46,2.62,3.26,3.25,5,5,5,5,0.83,0.83,5,5,5,0,0,0,0,0,1.42,1.4,1.38,1.39
Manchester,1.4,5,1.46,2.62,2.65,3.26,5,5,5,5,0.83,0.83,5,5,5,0,0,0,0,0,1.42,1.41,1.38,1.39
Liverpool,1.4,1.61,1.45,2.62,3.25,3.25,5,5,5,5,0.83,0.82,5,5,5,0,0,0,0,0,0.83,1.41,1.38,1.39
Glasgow,1.4,1.61,1.45,2.62,3.25,3.25,5,5,5,5,5,0.82,0.85,5,0.51,0,0,0,0,0,0.82,1.41,1.38,1.39
Bristol,1.4,1.61,1.45,2.62,3.25,3.25,5,5,5,1.56,5,0.83,0.84,1.01,0.51,0.57,0,0,0,0,0.8,1.41,1.38,1.39
Birmingham,1.4,1.61,1.45,2.62,3.25,3.25,5,5,5,5,5,0.82,0.84,1.01,0.51,0.57,0,0,0,0,0.8,1.42,1.38,1.39
Newcastle,1.4,1.61,1.45,2.62,3.25,3.25,5,5,5,5,5,0.82,0.84,1.01,0.51,0.52,0,0,0,0,0.8,1.41,1.38,1.39
Leeds,1.4,1.44,1.45,2.62,2.64,3.25,5,5,5,5,0.84,0.83,0.84,1.01,0.51,5,0,0,0,0,0.8,1.41,1.39,1.39
Sheffield,1.39,1.44,1.45,2.62,3.25,3.25,5,5,5,5,5,0.83,0.84,1.01,0.51,5,0,0,0,0,0.8,1.42,1.39,1.39
Belfast,1.39,1.43,1.44,2.62,3.25,3.25,5,5,5,5,0.83,0.82,0.84,1.01,0.51,2.04,0,0,0,0,0.79,1.42,1.39,1.39
Cork,1.39,1.45,1.44,2.62,2.64,3.25,5,5,5,5,0.83,0.82,0.84,1.01,0.51,0.61,0,0,0,0,0.79,1.42,1.39,1.39
Galway,1.39,1.45,1.44,2.62,2.64,3.26,5,5,5,5,0.84,0.82,0.84,5,0.51,0.57,0,0,0,3.27,0.79,1.42,1.39,1.38
Munich,1.39,1.42,1.44,2.62,2.64,3.26,5,5,5,5,0.84,0.82,0.84,2.43,5,0.57,0,0,0,3.26,0.79,1.47,1.39,1.38
Hamburg,1.39,1.42,1.44,2.62,2.64,3.26,5,5,5,5,0.84,0.82,0.84,5,5,0.58,0,0,0,3.26,0.79,1.47,1.39,1.38
Frankfurt,1.39,1.41,1.44,2.62,3.25,3.25,5,5,5,5,0.83,0.82,0.84,2.39,5,0.56,0,0,0,3.27,0.52,1.52,1.39,1.38
Cologne,1.39,1.41,1.44,2.62,3.27,3.26,3.27,3.95,5,5,0.83,0.82,0.84,2.58,5,0,0,0,0,0,0.52,1.52,1.4,1.38
Stuttgart,1.39,1.41,1.44,2.63,3.25,3.26,3.27,5,5,5,0.83,0.82,5,2.6,5,0,0,0,0,0,0.79,1.44,1.42,1.38
Nuremberg,1.39,1.41,2.16,2.63,2.67,3.26,3.27,5,5,5,0.84,0.82,5,5,5,0,0,0,0,0,0,1.43,1.39,1.38
Leipzig,1.41,1.41,2.65,2.63,2.64,3.26,3.27,5,0.9,5,0.84,0.82,0.84,5,5,0,0,0,0,0,0,1.43,1.39,1.38
Dresden,1.39,1.42,1.44,1.47,2.64,3.26,3.27,3.29,5,5,5,0.83,0.83,5,5,0,0,0,0,0,0,1.44,1.4,1.38
Zurich,1.38,1.42,1.43,1.46,2.64,3.27,3.27,5,5,5,5,0.83,0.83,5,5,0,0,0,0,0,0,1.44,1.4,1.38
Geneva,1.38,1.4,1.43,1.45,2.64,2.66,3.27,3.29,5,5,5,0.83,0.83,5,5,0,0.53,0,0,0,0,0.79,1.4,1.38
Basel,1.38,1.4,1.42,1.44,2.64,3.28,3.27,3.29,5,5,5,0.84,0.83,5,5,5,0,0,0,0,0,0.78,1.42,1.38
Bern,1.38,1.39,1.42,1.44,2.64,2.65,3.27,3.28,5,5,5,0.84,0.83,0.84,1,5,0.55,0,0,0,1.54,0.78,1.41,1.39
Lausanne,1.38,1.39,1.44,1.43,2.64,2.65,3.28,5,5,5,0.86,0.83,0.83,0.84,1,5,0,0,0,0,1.55,0.78,1.41,1.41
Brussels,1.38,1.39,1.43,1.43,2.64,3.26,3.28,5,5,5,5,0.84,0.83,0.84,5,5,0,0,0,0,1.55,0.79,1.41,1.39
Antwerp,1.38,1.39,1.43,1.43,2.65,3.26,3.28,5,5,5,5,0.84,0.83,0.83,2.52,5,0.54,0,0,0,0,0,1.41,1.39
Ghent,1.38,1.4,1.42,2.66,2.65,3.27,3.29,3.31,5,5,5,0.84,0.83,5,2.52,5,0.54,0,0,0,0,0,1.41,1.39
Bruges,1.38,1.39,1.42,5,1.48,2.66,3.3,3.29,5,5,5,0.84,0.83,0.84,5,5,0,0,0,0,0,0,1.42,1.39
Liege,1.38,1.38,1.41,5,2.65,2.65,2.68,3.29,5,5,5,0.84,0.83,0.83,5,5,0,0,0,0,0,0,1.43,1.4
Luxembourg City,1.38,1.38,1.4,5,2.66,2.66,3.28,3.29,5,5,5,1.04,0.85,0.83,5,0.99,0,0,0,0,0,0,0.77,1.4
Monaco City,1.39,1.38,1.4,1.6,3.25,2.66,3.28,3.29,5,5,5,1.03,0.83,0.83,5,1.01,0,0,0,0,0,5,0.77,1.43
Nice,1.4,1.38,1.4,1.43,1.45,2.66,3.29,3.29,5,5,5,1.03,5,0.83,0.85,0.98,0,0,0,0,0,5,0.77,1.42
Marseille,1.39,1.38,1.39,1.41,1.44,2.66,3.28,3.29,3.31,5,5,1.04,0.83,0.82,5,0.98,0,0,0,0,0,1.57,0.77,1.41
Lyon,0.53,1.38,1.39,1.41,1.44,2.66,2.67,3.29,5,5,5,5,0.83,0.82,0.84,0.98,5,0,0,0,0,3.26,0,1.42
Toulouse,0.52,1.38,1.42,1.56,2.68,2.66,2.67,3.29,5,5,5,0.86,0.84,0.82,0.83,0.98,5,0.52,0,0,0,3.25,0,0
Bordeaux,0.51,1.38,1.4,1.57,5,2.67,2.67,3.3,5,5,5,5,5,0.82,5,2.44,5,0,0,0,0,1.56,0,0
Nantes,0.5,1.39,1.4,1.44,1.48,2.67,2.67,2.69,5,5,5,5,5,0.82,5,5,5,0.51,0,0,0,0,0,0
Strasbourg,0,1.39,1.39,1.41,2.69,1.47,2.67,2.7,3.31,3.33,5,5,0.99,0.82,1.98,5,5,0,5,0,0,0,0,0
Lille,0,1.39,1.39,1.41,1.6,2.68,2.67,2.69,3.31,5,5,5,1.01,0.84,0.82,2.52,5,0,5,0,0,0,0,0
Rouen,0,1.4,1.39,1.4,1.59,1.46,2.68,2.69,3.31,5,5,5,5,5,0.82,2.51,0.97,0,0,0,0,0,0,0.76
Montpellier,1.42,1.42,1.39,1.4,1.43,1.45,2.68,2.69,3.31,5,5,5,5,0.82,0.81,0.84,0.98,0,0,0,0,0,0,0
Valencia,0,1.4,1.39,1.4,1.42,1.45,2.68,2.7,3.31,5,5,5,0.85,0.82,0.81,2.5,0.97,0,0,0,0,0,0,0
Seville,0,1.4,1.39,1.4,1.43,1.45,2.68,3.27,3.32,3.33,5,5,5,0.82,0.81,0.83,2.37,5,0,0,0,0,0,0
Barcelona,0,1.41,1.4,1.4,1.42,1.45,2.69,3.26,3.32,5,5,5,5,5,0.81,5,2.36,5,0.51,0,0,0,0,0
Bilbao,0,0,1.4,1.41,1.57,1.45,2.69,2.7,3.31,3.32,5,0.9,5,5,0.81,5,2.35,5,0,0,0,0,0,0
Malaga,0,1.41,1.4,1.4,1.56,1.44,2.7,2.69,3.33,3.32,5,5,5,5,0.81,0.82,2.34,5,5,0,0,0,0,0
Alicante,0,1.42,1.4,1.4,1.43,1.63,2.71,2.69,3.32,3.33,5,5,5,5,0.81,0.81,2.33,5,5,0,0,0,0,0.53
Santander,0,1.42,1.41,1.4,1.42,1.6,2.73,2.69,2.72,3.32,5,5,5,5,0.81,0.81,5,0.96,5,0,0,0,0,1.49
Murcia,0.77,1.43,1.41,1.4,1.42,1.63,3.28,2.7,2.71,3.32,3.35,5,5,5,0.9,0.79,0.83,0.95,5,0,0,0,0,0
Gijon,0,1.44,1.42,1.41,1.42,1.44,5,2.7,2.71,3.32,5,5,5,5,0.8,0.79,0.82,0.94,0,0,0,0,0,1.56
Lisbon,0,1.46,1.43,1.41,1.42,1.44,1.47,2.7,2.72,3.33,5,5,5,5,0.8,0.78,0.82,0.94,5,0,0,0,0,1.56
Porto,0,0,1.42,1.41,1.42,1.44,2.73,2.7,3.33,3.33,5,5,5,5,0.8,0.8,5,0.94,5,0,0,0,0,0
Coimbra,0,0,1.42,1.41,1.42,1.43,2.72,2.7,3.32,3.33,5,5,5,5,0.8,0.79,5,0.94,5,0,0,0,0,0
Braga,0,0,1.42,1.41,1.42,1.44,2.72,2.7,3.32,3.33,5,5,5,5,0.81,0.79,5,0.94,5,0,0,0,0,0
Aveiro,0,0,1.42,1.41,1.42,1.44,5,2.7,3.32,3.33,5,5,5,5,0.8,0.79,5,0.94,5,0,0,0,0,0
Faro,0,0,1.42,1.41,1.42,1.44,5,2.7,3.32,3.33,5,5,5,5,0.81,0.79,0.82,0.94,5,0,0,0,0,0
Porto Santo,0,0,1.42,1.41,1.51,1.44,2.74,2.7,3.32,3.32,5,5,5,5,0.81,0.79,0.82,5,5,0,0,0,0,0
Funchal,0,0,1.42,1.41,1.43,1.44,2.74,2.7,3.32,3.32,5,5,5,5,0.81,0.79,5,2.28,5,0,0,0,0,0
San Marino City,0,0,1.42,1.41,1.43,1.44,5,2.71,3.32,3.33,3.35,5,3.96,5,0.81,0.79,5,1,5,0,0,0,0,0
Vatican City,0,0,1.43,1.41,1.42,1.57,5,1.52,3.33,3.33,3.34,3.96,5,5,0.82,0.79,5,5,5,0,0,0,0,0
Belgrade,0,0,0,1.41,1.43,1.57,5,1.5,2.72,2.74,3.33,3.99,5,5,0.83,0.79,2.01,2.25,0.94,5,0,0,0,0
Novi Sad,0,0,1.43,1.42,1.42,1.47,1.48,1.51,2.72,2.73,3.34,5,5,5,5,0.79,2.05,5,0.93,0,0,0,0,0
Niš,0,0,1.44,1.42,1.42,1.44,5,1.51,2.71,2.73,3.34,5,5,5,5,0.8,2.03,5,0.93,0,0,0,0,0
Podgorica,0,0,1.45,1.43,1.42,1.43,1.48,1.48,2.72,2.73,3.34,5,5,5,5,0.81,0.8,5,0.92,0,0,0,0,0
Budva,0,0,1.45,1.43,1.42,1.44,1.48,1.48,2.72,2.73,3.34,5,5,5,5,0.98,0.79,5,0.92,0,0,0,0,0
Kotor,0,0,1.45,1.43,1.42,1.44,1.48,1.48,2.71,2.73,3.34,5,5,5,5,0.81,0.8,5,0.92,0,0,0,0,0
Skopje,0,0,1.45,1.43,1.42,1.43,1.48,1.48,2.71,2.73,3.34,5,5,5,5,0.81,0.8,5,0.92,0,0,0,0,0
Ohrid,0,0,1.45,1.43,1.42,1.43,1.48,1.48,2.72,2.73,3.34,5,5,5,5,0.81,0.8,5,0.92,0,0,0,0,0
Tirana,0,0,1.45,1.43,1.42,1.44,1.48,1.48,2.72,2.73,3.34,5,5,5,5,0.81,0.8,0.94,0.92,0,0,0,0,0
Vlore,0,0,1.53,1.43,1.42,1.43,1.48,1.48,2.72,2.73,3.34,5,5,5,5,0.81,0.8,5,0.92,0,0,0,0,0
Sarajevo,0,0,1.53,1.43,1.42,1.43,1.46,1.48,2.71,2.73,3.33,5,5,5,5,0.8,0.79,5,0.92,0,0,0,0,0
Mostar,0,0,1.48,1.43,1.42,1.44,1.48,1.48,2.71,2.73,3.33,2.94,5,5,5,0.79,0.78,0.8,0.92,0,0,0,0,0
Banja Luka,0,0,1.48,1.43,1.43,1.44,1.46,1.48,2.71,2.72,3.33,2.92,5,5,5,0.79,0.78,0.8,0.92,0,0,0,0,0
Dubrovnik,0,0,1.5,1.44,1.43,1.44,1.46,1.49,2.71,2.72,3.32,5,5,5,5,0.78,0.77,0.79,0.92,0,0,0,0,0
Split,0,0,1.51,1.45,1.43,1.44,1.46,1.49,2.7,2.72,3.32,5,5,5,5,0.78,0.77,0.78,0.92,0,0,0,0,0
Rijeka,0,0,1.51,1.46,1.44,1.45,1.47,1.49,2.7,3.32,3.31,5,5,5,5,0.77,0.77,0.77,0.93,0,0,0,0,0
Zadar,0,0,1.52,1.46,1.44,1.45,1.47,1.49,2.69,3.32,3.3,5,5,5,5,0.77,0.76,0.77,0.93,0,0,0,0,0
Pula,0,0,1.53,1.45,1.45,1.46,1.48,1.5,2.69,3.31,3.29,5,5,5,5,0.77,0.76,0.77,0.93,0,0,0,0,0
